f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	pred	pred	SVM(minus)	SVM(plus)	Random Forest(minus)	Random Forest(plus)	kNN(minus)	kNN(plus)	SVM	Random Forest	kNN
-1	0.0784511	0.000665799	-0.918367	0.0863657	0.0014931	-0.888889	0.0785628	0.00179571	-0.892562	0.067786	0.00152909	-0.923077	0.0752996	0.00199914	-0.871111	0.0814092	0.00230292	-0.816609	0.0801492	0.0020354	-0.759003	0.0762452	0.00191789	-0.712018	0.0742044	0.00186817	~	?	1.000	0.000	0.829	0.171	1.000	0.000	minus	minus	minus
-1	0.0402787	0.00025266	-1	0.0477706	0.000472469	-1	0.0477215	0.000569647	-0.950413	0.0482361	0.000642216	-0.905325	0.0496867	0.000813448	-0.857778	0.0521615	0.00108652	-0.806228	0.0520251	0.0010762	-0.767313	0.0493046	0.00109912	-0.732426	0.0488049	0.00108778	~	?	1.000	0.000	0.975	0.025	1.000	0.000	minus	minus	minus
-0.44	0.0331394	0.00015687	-0.510204	0.0357274	0.000261719	-0.592593	0.0445323	0.000679661	-0.652893	0.0548847	0.00151724	-0.668639	0.0616707	0.00230693	-0.666667	0.0676517	0.00243328	-0.615917	0.0711403	0.00232837	-0.548476	0.0708558	0.00236953	-0.478458	0.0682603	0.00234965	~	?	0.994	0.006	0.994	0.006	0.896	0.104	minus	minus	minus
-0.6	0.0627469	0.00284384	-0.632653	0.0597348	0.00314914	-0.691358	0.0595465	0.00214134	-0.743802	0.0671067	0.00225869	-0.781065	0.0698003	0.00216427	-0.782222	0.0699903	0.00251289	-0.768166	0.0693414	0.0023838	-0.747922	0.0684804	0.00242347	-0.732426	0.0659872	0.00246361	~	?	0.999	0.001	0.868	0.132	1.000	0.000	minus	minus	minus
-0.52	0.067321	0.00168964	-0.55102	0.0728289	0.00227918	-0.54321	0.0680458	0.00194117	-0.53719	0.0608447	0.00161696	-0.544379	0.0571501	0.00144478	-0.546667	0.0530828	0.00149232	-0.550173	0.050266	0.00137792	-0.545706	0.0485054	0.00114782	-0.557823	0.0474746	0.00108795	~	?	0.240	0.760	0.516	0.484	0.424	0.576	plus	minus	plus
-0.28	0.0947053	0.00342101	-0.469388	0.111138	0.00303755	-0.567901	0.113539	0.00274373	-0.595041	0.102844	0.00261123	-0.60355	0.0908642	0.00288431	-0.644444	0.0891549	0.00316021	-0.66782	0.0876713	0.00345751	-0.65374	0.0849385	0.00338393	-0.655329	0.0812033	0.00314906	~	?	0.995	0.005	0.714	0.286	1.000	0.000	minus	minus	minus
-0.6	0.0813026	0.00151144	-0.469388	0.068091	0.00173281	-0.45679	0.0573291	0.00178727	-0.454545	0.0516208	0.00182278	-0.455621	0.0478646	0.00182605	-0.511111	0.0471965	0.00173043	-0.543253	0.0468566	0.00166553	-0.573407	0.0460446	0.00172742	-0.609977	0.0463271	0.00172549	~	?	0.077	0.923	0.593	0.407	0.014	0.986	plus	minus	plus
0	0.0309295	0.00166734	-0.0816327	0.089776	0.00601165	-0.271605	0.13391	0.0125795	-0.256198	0.141436	0.010999	-0.236686	0.126625	0.00862125	-0.226667	0.111554	0.00860385	-0.242215	0.102005	0.00801581	-0.263158	0.097685	0.00843053	-0.269841	0.0938469	0.00792027	~	?	0.954	0.046	0.994	0.006	1.000	0.000	minus	minus	minus
-1	0.0739574	0.00152332	-0.959184	0.0789907	0.00318143	-0.790123	0.0792957	0.00319138	-0.628099	0.0752704	0.00327492	-0.532544	0.0728044	0.00324294	-0.408889	0.0693039	0.00320517	-0.33564	0.0644405	0.00299977	-0.296399	0.0619709	0.00262278	-0.269841	0.0623543	0.0024843	~	?	0.277	0.723	0.381	0.619	0.654	0.346	plus	plus	minus
-0.12	0.079938	0.000917329	-0.0612245	0.0730381	0.000952427	-0.0617284	0.066579	0.0011326	0.00826446	0.0631714	0.00111658	0.0769231	0.0574261	0.00120155	0.102222	0.052302	0.00116486	0.0865052	0.0492815	0.00108195	0.0637119	0.0471606	0.000977545	0.0430839	0.0451358	0.000882897	~	?	0.009	0.991	0.009	0.991	0.000	1.000	plus	plus	plus
-0.04	0.0421187	0.00110998	-0.183673	0.0595861	0.00343766	-0.259259	0.0670277	0.00453001	-0.264463	0.0656634	0.00373894	-0.272189	0.0622917	0.00294568	-0.288889	0.0582146	0.0026439	-0.301038	0.0563003	0.00243268	-0.293629	0.0546058	0.0022367	-0.292517	0.0525238	0.00211329	~	?	0.939	0.061	0.745	0.255	1.000	0.000	minus	minus	minus
-0.32	0.042736	0.000170849	-0.367347	0.038465	0.000262165	-0.382716	0.0373499	0.000260535	-0.355372	0.0387575	0.00045751	-0.325444	0.0411887	0.000743917	-0.302222	0.0413334	0.00089639	-0.301038	0.0433071	0.00112865	-0.299169	0.0454931	0.00139381	-0.30839	0.0486788	0.0013323	~	?	0.895	0.105	0.949	0.051	0.845	0.155	minus	minus	minus
-1	0.041448	0.00113751	-1	0.0426343	0.00100467	-0.975309	0.0448278	0.000979801	-0.958678	0.0502815	0.00131199	-0.95858	0.0510788	0.00126652	-0.955556	0.0522765	0.00136281	-0.934256	0.0544525	0.00173107	-0.897507	0.0569986	0.00192145	-0.836735	0.0571411	0.00174568	~	?	0.999	0.001	0.890	0.110	1.000	0.000	minus	minus	minus
-0.6	0.0894876	0.00152425	-0.387755	0.0802121	0.00192203	-0.308642	0.091165	0.00241643	-0.239669	0.0887615	0.00246568	-0.207101	0.075351	0.00236448	-0.226667	0.0745921	0.00234683	-0.238754	0.0727576	0.00239432	-0.279778	0.0701041	0.00255637	-0.303855	0.0699119	0.00256814	~	?	0.000	1.000	0.115	0.885	0.000	1.000	plus	plus	plus
-0.84	0.0767047	0.000484855	-0.591837	0.072405	0.000751118	-0.234568	0.0677736	0.000839371	-0.157025	0.060881	0.000907376	-0.0887574	0.0537773	0.00104454	-0.0755556	0.0557393	0.00110945	-0.0934256	0.0555202	0.0011554	-0.113573	0.052595	0.0010106	-0.111111	0.050299	0.000949412	~	?	0.012	0.988	0.172	0.828	0.000	1.000	plus	plus	plus
0	0.0667866	0.000793937	-0.0816327	0.0526261	0.000645496	-0.135802	0.0513773	0.000890912	-0.206612	0.0610745	0.00196525	-0.248521	0.0684696	0.00346122	-0.24	0.074206	0.0037995	-0.252595	0.0788274	0.00453736	-0.258333	0.0798822	0.00450171	-0.256818	0.0799966	0.00402066	~	?	0.893	0.107	0.831	0.169	0.846	0.154	minus	minus	minus
-0.84	0.0758978	0.00177983	-0.755102	0.0767001	0.00291243	-0.604938	0.0861433	0.00293231	-0.553719	0.0770339	0.0024138	-0.538462	0.0684179	0.00233298	-0.528889	0.0662331	0.0022245	-0.49481	0.0619363	0.00216442	-0.462604	0.0588699	0.00208734	-0.433107	0.0592942	0.00218596	~	?	0.057	0.943	0.289	0.711	0.020	0.980	plus	plus	plus
0.04	0.0922258	0.00211437	0.183673	0.0760833	0.00242377	0.333333	0.0670824	0.00244149	0.471074	0.059995	0.00232756	0.538462	0.0567669	0.00232043	0.546667	0.0549499	0.00227059	0.50173	0.0552934	0.00219673	0.434903	0.0575746	0.00229613	0.387755	0.0577711	0.00235732	~	?	0.025	0.975	0.004	0.996	0.000	1.000	plus	plus	plus
-0.92	0.0531898	0.000994038	-0.755102	0.0618905	0.00102625	-0.580247	0.0599396	0.00107552	-0.404959	0.0589751	0.000979028	-0.266272	0.0562004	0.00103873	-0.217778	0.0525878	0.000966229	-0.148789	0.051687	0.000940767	-0.102493	0.0509116	0.000881678	-0.0884354	0.0486008	0.00083321	~	?	0.023	0.977	0.078	0.922	0.000	1.000	plus	plus	plus
-0.44	0.0770511	0.00150598	-0.22449	0.0769234	0.000958102	0.0617284	0.0680056	0.00132166	0.239669	0.0614086	0.00142507	0.266272	0.0656478	0.00240533	0.306667	0.0689322	0.00452845	0.346021	0.0703929	0.00455437	0.365651	0.0690334	0.00428607	0.39229	0.0691601	0.00417901	~	?	0.046	0.954	0.008	0.992	0.000	1.000	plus	plus	plus
0	0.0606409	0.000838947	-0.122449	0.070533	0.00160633	-0.209877	0.0697022	0.00221241	-0.297521	0.0641161	0.00168968	-0.372781	0.0590387	0.00167857	-0.448889	0.0643944	0.00254427	-0.508651	0.0688328	0.00383747	-0.537396	0.0677759	0.00406509	-0.519274	0.0653177	0.00351819	~	?	1.000	0.000	0.689	0.311	1.000	0.000	minus	minus	minus
-1	0.0409725	0.000367716	-1	0.0448127	0.000779948	-0.975309	0.0509771	0.00147301	-0.966942	0.0577706	0.00165837	-0.899408	0.0623233	0.00145805	-0.853333	0.0631998	0.0013953	-0.816609	0.0608439	0.00138236	-0.783934	0.0589057	0.00141977	-0.748299	0.0587141	0.00152007	~	?	0.999	0.001	0.913	0.087	1.000	0.000	minus	minus	minus
-0.84	0.0548167	0.000838668	-0.387755	0.0565338	0.000641794	-0.0617284	0.0492901	0.000643281	0.140496	0.0423584	0.000726922	0.289941	0.0396112	0.000836049	0.395556	0.0380577	0.000931518	0.460208	0.0366436	0.00101996	0.501385	0.0356568	0.00108286	0.514739	0.0345939	0.00105649	~	?	0.050	0.950	0.014	0.986	0.000	1.000	plus	plus	plus
-0.84	0.111322	0.0032255	-0.77551	0.100389	0.00363278	-0.765432	0.11298	0.00348952	-0.785124	0.11239	0.00331773	-0.804734	0.10426	0.0032757	-0.8	0.0999248	0.00337041	-0.795848	0.0965189	0.00338566	-0.800554	0.0945187	0.00358768	-0.800454	0.0928064	0.00342283	~	?	0.064	0.936	0.422	0.578	0.000	1.000	plus	plus	plus
-0.96	0.10074	0.0017792	-0.77551	0.0994936	0.00144754	-0.740741	0.0939961	0.00150873	-0.719008	0.082009	0.00216352	-0.621302	0.0790377	0.00222794	-0.577778	0.0800065	0.00242251	-0.574394	0.0806758	0.00279329	-0.559557	0.0784899	0.00282462	-0.553288	0.0777005	0.00275636	~	?	0.906	0.094	0.646	0.354	0.777	0.223	minus	minus	minus
0	0.0365927	0.000204992	-0.142857	0.0386432	0.000226511	-0.320988	0.0427367	0.000659777	-0.46281	0.0485361	0.00200561	-0.550296	0.0486635	0.00204465	-0.604444	0.0465522	0.00195674	-0.619377	0.050118	0.00241459	-0.623269	0.052512	0.00235287	-0.621315	0.0534473	0.00203249	~	?	0.964	0.036	0.993	0.007	1.000	0.000	minus	minus	minus
-0.84	0.11535	0.00292329	-0.755102	0.110786	0.00381319	-0.679012	0.100164	0.00410411	-0.586777	0.0895465	0.00405851	-0.585799	0.0809854	0.00411388	-0.56	0.0770333	0.00386042	-0.560554	0.0757805	0.00372708	-0.581717	0.0732444	0.00356877	-0.591837	0.0675652	0.00336213	~	?	0.046	0.954	0.379	0.621	0.000	1.000	plus	plus	plus
-1	0.0607644	0.000291675	-0.979592	0.0526305	0.000386953	-0.987654	0.0435978	0.000387084	-0.991736	0.0466703	0.000741614	-0.970414	0.049305	0.0010344	-0.915556	0.0495797	0.000999751	-0.858131	0.0492258	0.00103794	-0.819945	0.0491706	0.00114127	-0.789116	0.0488292	0.00112066	~	?	1.000	0.000	0.953	0.047	1.000	0.000	minus	minus	minus
-0.2	0.121037	0.01588	-0.265306	0.130098	0.0130954	-0.296296	0.136349	0.0141019	-0.289256	0.125369	0.0111023	-0.313609	0.121495	0.00946051	-0.306667	0.113189	0.00880517	-0.287197	0.104384	0.00830364	-0.293629	0.0977656	0.00781588	-0.310658	0.0947089	0.00737898	~	?	0.948	0.052	0.982	0.018	1.000	0.000	minus	minus	minus
-0.12	0.0253862	0.00015736	-0.367347	0.0458555	0.00112738	-0.580247	0.0649529	0.00319823	-0.68595	0.0613484	0.00271506	-0.757396	0.0585743	0.00187835	-0.782222	0.0663322	0.0026318	-0.764706	0.0684992	0.00271836	-0.736842	0.0681066	0.00279215	-0.714286	0.0673614	0.00274467	~	?	0.928	0.072	0.965	0.035	0.880	0.120	minus	minus	minus
-1	0.050229	0.000286317	-1	0.047117	0.000227704	-1	0.0471676	0.000277384	-1	0.0479036	0.000322704	-0.988166	0.0461978	0.000380338	-0.977778	0.0459579	0.000435614	-0.979239	0.0459229	0.000455537	-0.972299	0.0479577	0.000593469	-0.959184	0.050666	0.00087019	~	?	0.999	0.001	0.942	0.058	1.000	0.000	minus	minus	minus
0	0.0283883	0.000297062	0	0.0215726	0.000286788	0	0.0194407	0.000331966	0	0.018289	0.000329502	0	0.0221988	0.000880604	-0.0177778	0.0273665	0.00182332	-0.0346021	0.030314	0.00204856	-0.0470914	0.0312096	0.00195445	-0.0680272	0.0317092	0.00185611	~	?	0.995	0.005	0.779	0.221	1.000	0.000	minus	minus	minus
-0.04	0.21845	0.0176504	0	0.194401	0.0181823	0.0493827	0.168078	0.0177648	0.107438	0.142488	0.0150324	0.147929	0.119254	0.0127925	0.164444	0.104996	0.0120477	0.190311	0.101233	0.0119211	0.196676	0.0963865	0.0104664	0.199546	0.090285	0.00935959	~	?	0.931	0.069	0.927	0.073	1.000	0.000	minus	minus	minus
-0.68	0.0763713	0.00116901	-0.510204	0.0747747	0.0013749	-0.432099	0.0730838	0.00121223	-0.355372	0.0667071	0.00131715	-0.313609	0.0622259	0.00111581	-0.271111	0.0569026	0.00102488	-0.217993	0.0522634	0.000987096	-0.152355	0.0489829	0.000927565	-0.115646	0.0460341	0.000896175	~	?	0.021	0.979	0.034	0.966	0.000	1.000	plus	plus	plus
-0.2	0.064629	0.00125136	-0.142857	0.0598577	0.00112389	-0.0864198	0.064614	0.00123176	-0.0247934	0.063361	0.00139725	0.0532544	0.0624197	0.0020684	0.0933333	0.063337	0.00240338	0.148789	0.0627204	0.00246808	0.152355	0.0616884	0.00259447	0.147392	0.061019	0.00259167	~	?	0.016	0.984	0.008	0.992	0.000	1.000	plus	plus	plus
0	0.00485583	9.73062e-005	-0.0204082	0.0274419	0.00633904	-0.0246914	0.0555821	0.0174817	0.0165289	0.05227	0.0136718	0.0295858	0.0547069	0.0119539	0.0222222	0.0611204	0.0116665	0.0207612	0.0618027	0.0105751	0.0166205	0.0636615	0.00961674	0.00680272	0.0671939	0.0092959	~	?	0.935	0.065	0.962	0.038	1.000	0.000	minus	minus	minus
-1	0.0419718	0.000117185	-1	0.0428213	0.000210218	-1	0.0493307	0.000371293	-0.983471	0.0513667	0.000376566	-0.952663	0.0515941	0.000371752	-0.942222	0.0526537	0.000698297	-0.927336	0.0549427	0.000901337	-0.908587	0.0555714	0.000941399	-0.902494	0.0588783	0.0012484	~	?	1.000	0.000	0.979	0.021	1.000	0.000	minus	minus	minus
-0.44	0.105508	0.00211	-0.44898	0.0800287	0.00226571	-0.419753	0.0695928	0.00166005	-0.38843	0.0671083	0.00172999	-0.366864	0.0740722	0.00252139	-0.315556	0.079585	0.00331608	-0.283737	0.07934	0.00339506	-0.274238	0.0748466	0.00350531	-0.274376	0.0698413	0.00352194	~	?	0.055	0.945	0.151	0.849	0.120	0.880	plus	plus	plus
0	0	0	0	0.00405748	0.000168289	0	0.020273	0.00201741	-0.0413223	0.0245515	0.00212935	-0.0769231	0.0244259	0.00193618	-0.106667	0.0376014	0.00416297	-0.124567	0.0550322	0.00909161	-0.0969529	0.0605646	0.00989152	-0.0839002	0.0576841	0.00902705	~	?	0.965	0.035	0.997	0.003	1.000	0.000	minus	minus	minus
-1	0.0876242	0.00258764	-0.918367	0.0863806	0.00190373	-0.876543	0.0806335	0.00201775	-0.867769	0.0737202	0.00212139	-0.798817	0.0677084	0.00219684	-0.724444	0.0630288	0.00227898	-0.6609	0.0627446	0.00227009	-0.617729	0.0625992	0.0023596	-0.582766	0.0627367	0.00240845	~	?	0.067	0.933	0.528	0.472	0.039	0.961	plus	minus	plus
-1	0.0616978	0.0012018	-1	0.0424214	0.000838942	-1	0.0635096	0.00327132	-0.818182	0.074798	0.00540331	-0.692308	0.0640342	0.00376895	-0.626667	0.0610852	0.00347371	-0.647059	0.0639632	0.00395666	-0.66759	0.0618463	0.00383519	-0.668934	0.062456	0.00359993	~	?	0.010	0.990	0.268	0.732	0.000	1.000	plus	plus	plus
-1	0.0796751	0.00149076	-1	0.0826068	0.00126608	-0.82716	0.0830775	0.00153423	-0.652893	0.0821255	0.00152515	-0.550296	0.0706655	0.00122044	-0.493333	0.0654355	0.00118192	-0.453287	0.0648849	0.00132721	-0.445983	0.0637735	0.00149305	-0.464853	0.062188	0.00140422	~	?	0.106	0.894	0.269	0.731	0.020	0.980	plus	plus	plus
-0.28	0.0582707	0.00126875	-0.142857	0.0660762	0.00100616	0.135802	0.064144	0.00137829	0.272727	0.0571639	0.00125472	0.301775	0.0623967	0.00213228	0.315556	0.0666843	0.00424028	0.352941	0.0665276	0.0043076	0.376731	0.0638968	0.00393704	0.410431	0.0644823	0.00390553	~	?	0.039	0.961	0.008	0.992	0.000	1.000	plus	plus	plus
-0.36	0.130655	0.00752748	-0.44898	0.102255	0.00574431	-0.45679	0.102991	0.00467104	-0.504132	0.10274	0.00437194	-0.556213	0.0930218	0.00399526	-0.595556	0.0874972	0.0039457	-0.602076	0.0869684	0.00391637	-0.556787	0.0849708	0.00397826	-0.501134	0.0814092	0.00354981	~	?	0.996	0.004	0.726	0.274	1.000	0.000	minus	minus	minus
-0.56	0.101145	0.00270701	-0.693878	0.10193	0.00238866	-0.716049	0.0914786	0.00187872	-0.801653	0.0877539	0.00188875	-0.83432	0.0984526	0.00241692	-0.791111	0.100126	0.00262656	-0.730104	0.0948139	0.00271776	-0.703601	0.0920194	0.0026957	-0.702948	0.0885183	0.0027985	~	?	0.882	0.118	0.714	0.286	1.000	0.000	minus	minus	minus
-0.52	0.0844563	0.00106641	-0.22449	0.0752922	0.00139032	-0.111111	0.0733646	0.00136937	-0.123967	0.0710624	0.00143312	-0.159763	0.0657826	0.00124266	-0.208889	0.0575177	0.00124513	-0.238754	0.0524782	0.00115028	-0.279778	0.0498546	0.00104928	-0.324263	0.0485371	0.00105324	~	?	0.031	0.969	0.111	0.889	0.000	1.000	plus	plus	plus
-0.92	0.125142	0.00531715	-0.795918	0.113444	0.0062937	-0.703704	0.107817	0.00704081	-0.504132	0.0981117	0.00689311	-0.337278	0.0893041	0.00679759	-0.235556	0.0848173	0.00660868	-0.16263	0.080514	0.00621063	-0.102493	0.0780277	0.00584359	-0.047619	0.0746567	0.00546322	~	?	0.037	0.963	0.201	0.799	0.000	1.000	plus	plus	plus
-1	0.0312107	0.000120186	-1	0.0276454	0.000183242	-1	0.0328609	0.000283646	-0.933884	0.0332008	0.000432459	-0.83432	0.0358832	0.000581164	-0.76	0.0370655	0.000669897	-0.709343	0.0369953	0.00085392	-0.689751	0.0369909	0.000938635	-0.678005	0.0365417	0.000897788	~	?	0.126	0.874	0.728	0.272	0.000	1.000	plus	minus	plus
-1	0.0483137	0.000508022	-1	0.0519913	0.00108445	-1	0.0494351	0.000755721	-0.991736	0.047575	0.000718511	-0.976331	0.0523508	0.000882488	-0.964444	0.0579406	0.00131907	-0.937716	0.0636336	0.00177919	-0.880886	0.0664943	0.00174438	-0.823129	0.0675298	0.00173988	~	?	1.000	0.000	0.902	0.098	1.000	0.000	minus	minus	minus
-0.28	0.0595675	0.000750394	-0.632653	0.0739681	0.00159734	-0.777778	0.08145	0.00217048	-0.801653	0.0783304	0.00181024	-0.840237	0.0742124	0.00139925	-0.866667	0.0777668	0.00153488	-0.861592	0.0775869	0.00215786	-0.828255	0.0818412	0.00252312	-0.773243	0.083459	0.00291852	~	?	0.998	0.002	0.870	0.130	1.000	0.000	minus	minus	minus
-1	0.0562699	0.000762429	-0.918367	0.072654	0.0017546	-0.901235	0.0784279	0.00182029	-0.801653	0.0879385	0.00243134	-0.698225	0.0884598	0.00239975	-0.644444	0.0874697	0.0023921	-0.591695	0.0877626	0.00252531	-0.545706	0.0899688	0.00287734	-0.501134	0.0882246	0.00293879	~	?	0.174	0.826	0.449	0.551	0.000	1.000	plus	plus	plus
-0.28	0.101512	0.00160452	-0.0204082	0.0754118	0.000850408	0.0123457	0.0778436	0.00245764	0.0247934	0.0860309	0.00574159	0.106509	0.0819677	0.0054555	0.204444	0.075452	0.00458952	0.259516	0.0736945	0.00441524	0.301939	0.0718777	0.00428435	0.351474	0.0689042	0.00385075	~	?	0.055	0.945	0.097	0.903	0.000	1.000	plus	plus	plus
-0.2	0.0654657	0.00113276	-0.22449	0.0549717	0.00112752	-0.259259	0.0530198	0.00098924	-0.322314	0.0544252	0.000984054	-0.378698	0.0561356	0.0010929	-0.404444	0.055646	0.00108016	-0.408305	0.0561433	0.00113343	-0.418283	0.0575275	0.00131949	-0.428571	0.0594966	0.00167172	~	?	0.999	0.001	0.457	0.543	1.000	0.000	minus	plus	minus
-0.92	0.160558	0.00430868	-0.673469	0.144005	0.00522294	-0.580247	0.120338	0.0057458	-0.38843	0.107812	0.0065205	-0.254438	0.0965805	0.00671824	-0.182222	0.0936456	0.00654796	-0.121107	0.0891124	0.00640843	-0.0747922	0.0856331	0.00597574	-0.031746	0.081167	0.00558312	~	?	0.188	0.812	0.392	0.608	0.000	1.000	plus	plus	plus
-0.44	0.0860807	0.00143144	-0.265306	0.0780337	0.0019403	-0.209877	0.069416	0.00205332	-0.140496	0.0671314	0.00201179	-0.00591716	0.0631547	0.00233577	0.0666667	0.0589884	0.00233544	0.0726644	0.0568939	0.00221384	0.0858726	0.0553194	0.00223958	0.102041	0.0554928	0.00221496	~	?	0.015	0.985	0.026	0.974	0.000	1.000	plus	plus	plus
-1	0.079313	0.00257675	-1	0.0597886	0.00187204	-1	0.059172	0.00149916	-0.884298	0.0677113	0.00145151	-0.786982	0.0692289	0.00160328	-0.764444	0.0657582	0.00154783	-0.768166	0.0607519	0.00160903	-0.797784	0.0586421	0.00161129	-0.802721	0.0582863	0.00168099	~	?	0.235	0.765	0.543	0.457	0.000	1.000	plus	minus	plus
-0.76	0.101225	0.00124365	-0.673469	0.105681	0.00228061	-0.604938	0.110868	0.00291335	-0.471074	0.11924	0.00369563	-0.360947	0.114912	0.0040804	-0.235556	0.109019	0.0036326	-0.128028	0.104769	0.00383792	-0.0193906	0.0996703	0.00383316	0.0657596	0.0933379	0.00372071	~	?	0.903	0.097	0.269	0.731	0.133	0.867	minus	plus	plus
-0.84	0.0629045	0.00105371	-0.306122	0.0591824	0.000744968	-0.037037	0.0500348	0.00072846	0.173554	0.0422674	0.000725188	0.325444	0.0387225	0.000753206	0.422222	0.0369009	0.000832175	0.487889	0.0354912	0.000896997	0.518006	0.0341034	0.000968037	0.528345	0.0333646	0.000991352	~	?	0.061	0.939	0.014	0.986	0.000	1.000	plus	plus	plus
-1	0.0394646	0.000242781	-1	0.0503634	0.00117506	-1	0.0621135	0.00187168	-1	0.0699116	0.00169076	-0.881657	0.0679745	0.00130832	-0.826667	0.0648619	0.00123421	-0.795848	0.0709262	0.00157692	-0.783934	0.0792047	0.00244982	-0.75737	0.0819411	0.00229757	~	?	1.000	0.000	0.957	0.043	1.000	0.000	minus	minus	minus
-0.68	0.109564	0.00271038	-0.510204	0.101442	0.00338586	-0.358025	0.0880842	0.00367678	-0.256198	0.0831845	0.00336163	-0.207101	0.077336	0.00322446	-0.155556	0.0736054	0.00292879	-0.155709	0.0710871	0.00277306	-0.127424	0.0669892	0.00265849	-0.113379	0.0626523	0.00259426	~	?	0.060	0.940	0.230	0.770	0.076	0.924	plus	plus	plus
-0.04	0.0399898	0.000536552	0.0204082	0.0376664	0.000502807	0.0123457	0.0357306	0.000597967	0.0247934	0.0388766	0.000743793	0.0177515	0.0469817	0.00116493	-0.00444444	0.0509268	0.00146833	0.0380623	0.0508197	0.00154016	0.0249307	0.0538878	0.00163538	0.00680272	0.0556163	0.00178336	~	?	0.727	0.273	0.247	0.753	0.958	0.042	minus	plus	minus
-0.4	0.0692875	0.00182836	-0.408163	0.0714287	0.00233054	-0.45679	0.0786501	0.00229436	-0.46281	0.0817206	0.00217722	-0.467456	0.0795272	0.00227911	-0.466667	0.0760041	0.00256043	-0.460208	0.0739741	0.00257387	-0.473684	0.072617	0.00241418	-0.487528	0.0731252	0.00239002	~	?	0.800	0.200	0.453	0.547	0.736	0.264	minus	plus	minus
-0.44	0.171794	0.00650467	-0.306122	0.152546	0.00669894	-0.320988	0.131817	0.00689003	-0.289256	0.119273	0.00684466	-0.242604	0.108504	0.00667003	-0.164444	0.0966491	0.00601818	-0.124567	0.0891581	0.005523	-0.102493	0.0824392	0.00523402	-0.0748299	0.07703	0.00490491	~	?	0.056	0.944	0.293	0.707	0.000	1.000	plus	plus	plus
-0.44	0.103904	0.00211012	-0.306122	0.0784299	0.00243113	-0.45679	0.0922319	0.00220277	-0.454545	0.0956465	0.00206762	-0.384615	0.089597	0.00184678	-0.368889	0.0843411	0.00182155	-0.342561	0.08208	0.00173052	-0.307479	0.0775846	0.00178308	-0.328798	0.0778844	0.00191112	~	?	0.008	0.992	0.133	0.867	0.000	1.000	plus	plus	plus
-0.44	0.0812116	0.00149294	-0.306122	0.0851376	0.00191164	-0.160494	0.0805299	0.00194735	-0.140496	0.0689839	0.00166148	-0.171598	0.0661789	0.00190663	-0.2	0.0625721	0.0017963	-0.197232	0.0611279	0.00169469	-0.224377	0.0600853	0.00167484	-0.23356	0.0592376	0.00175699	~	?	0.012	0.988	0.164	0.836	0.000	1.000	plus	plus	plus
-1	0.0652737	0.00118383	-1	0.0845679	0.00216109	-0.950617	0.084651	0.00162137	-0.884298	0.0875407	0.00182675	-0.846154	0.0915259	0.00210476	-0.84	0.0963494	0.00278722	-0.802768	0.102781	0.00387297	-0.709141	0.105535	0.00356216	-0.641723	0.10289	0.00369271	~	?	0.710	0.290	0.639	0.361	0.334	0.666	minus	minus	plus
-1	0.115338	0.00206677	-0.795918	0.103675	0.00274986	-0.604938	0.0912449	0.00275272	-0.421488	0.0790673	0.00293979	-0.266272	0.0747987	0.00299268	-0.137778	0.0706873	0.00285107	-0.0588235	0.0662699	0.00273937	0.00831025	0.0622376	0.0027926	0.0680272	0.0587335	0.00268174	~	?	0.213	0.787	0.079	0.921	0.015	0.985	plus	plus	plus
-0.4	0.0918627	0.00169364	-0.44898	0.0965867	0.00285042	-0.444444	0.0933664	0.00393441	-0.355372	0.0875668	0.00367755	-0.289941	0.0838625	0.00332717	-0.284444	0.081482	0.0033204	-0.307958	0.0806956	0.00335856	-0.32964	0.0802683	0.00349243	-0.328798	0.0821355	0.00356147	~	?	0.109	0.891	0.280	0.720	0.363	0.637	plus	plus	plus
