@relation 'training-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.supervised.attribute.AddClassification-Wweka.classifiers.rules.ZeroR-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute q numeric
@attribute r numeric
@attribute s numeric
@attribute t numeric
@attribute u numeric
@attribute v numeric
@attribute w numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute aa numeric
@attribute bb {1,-1}

@data
-0.28,0.072648,0.00099,0.102041,0.060015,0.000669,0.308642,0.046735,0.000698,0.438017,0.041793,0.000716,0.526627,0.038769,0.000651,0.591111,0.034501,0.000702,0.640138,0.032058,0.000695,0.684211,0.03074,0.000669,0.696145,0.030194,0.00067,1
-0.12,0.080233,0.002556,-0.306122,0.074036,0.001869,-0.432099,0.061554,0.001718,-0.504132,0.066833,0.001898,-0.431953,0.073909,0.002613,-0.368889,0.073769,0.002742,-0.33564,0.06962,0.002724,-0.357341,0.069452,0.002742,-0.394558,0.067618,0.002677,1
-1,0.03567,0.000448,-1,0.044912,0.001107,-0.975309,0.042356,0.000711,-0.958678,0.048019,0.001133,-0.952663,0.059702,0.001758,-0.946667,0.068192,0.002224,-0.875433,0.069113,0.002145,-0.828255,0.066702,0.001987,-0.795918,0.064258,0.00181,-1
-0.92,0.132447,0.002888,-0.632653,0.122285,0.003249,-0.555556,0.107251,0.003448,-0.553719,0.095698,0.003652,-0.550296,0.087601,0.003851,-0.515556,0.080113,0.003945,-0.532872,0.073485,0.003889,-0.559557,0.068338,0.003602,-0.573696,0.065571,0.003488,1
0,0.025657,0.000225,-0.061224,0.026357,0.000166,-0.08642,0.02582,0.000122,-0.07438,0.024968,0.000126,-0.071006,0.025226,0.00017,-0.124444,0.029409,0.000611,-0.179931,0.036051,0.001269,-0.252078,0.041942,0.001782,-0.30839,0.046923,0.001875,-1
-0.84,0.083944,0.002926,-0.755102,0.089327,0.00325,-0.654321,0.08988,0.002859,-0.603306,0.081937,0.002391,-0.585799,0.070263,0.002324,-0.564444,0.065934,0.002074,-0.529412,0.060738,0.002095,-0.495845,0.059579,0.002053,-0.478458,0.0588,0.002178,1
-0.84,0.051238,0.000702,-0.632653,0.047844,0.000826,-0.506173,0.042271,0.000717,-0.471074,0.039037,0.000646,-0.514793,0.037976,0.000675,-0.546667,0.035294,0.000755,-0.564014,0.034517,0.00085,-0.573407,0.034748,0.000917,-0.591837,0.036537,0.001008,1
-0.68,0.065724,0.000434,-0.673469,0.062479,0.000809,-0.703704,0.061446,0.000896,-0.652893,0.06036,0.000997,-0.573964,0.057631,0.001095,-0.511111,0.054519,0.001056,-0.418685,0.052874,0.001041,-0.351801,0.050439,0.000942,-0.287982,0.048169,0.000861,1
-0.68,0.085696,0.000247,-0.428571,0.073512,0.001171,-0.37037,0.069781,0.001334,-0.347107,0.067202,0.001442,-0.449704,0.070227,0.001527,-0.475556,0.077019,0.002062,-0.467128,0.081459,0.002122,-0.451524,0.079609,0.002378,-0.421769,0.081408,0.002917,-1
-0.68,0.126002,0.001801,-0.55102,0.096371,0.00227,-0.45679,0.080341,0.002146,-0.446281,0.081752,0.002011,-0.443787,0.08805,0.002987,-0.404444,0.09321,0.004003,-0.349481,0.094861,0.003994,-0.315789,0.093596,0.003799,-0.340136,0.093614,0.003804,-1
-0.36,0.115761,0.003121,-0.387755,0.093215,0.002339,-0.432099,0.076553,0.002424,-0.454545,0.074829,0.002662,-0.431953,0.069764,0.00247,-0.386667,0.063532,0.002399,-0.349481,0.059711,0.002273,-0.3241,0.058133,0.002315,-0.278912,0.057093,0.002306,-1
-0.76,0.139195,0.003221,-0.346939,0.125369,0.003385,-0.037037,0.101354,0.003495,0.107438,0.084789,0.00326,0.171598,0.07258,0.002917,0.164444,0.066447,0.002745,0.155709,0.065432,0.002744,0.160665,0.062962,0.002645,0.172336,0.063495,0.002796,1
-1,0.092663,0.000919,-0.959184,0.072582,0.001273,-0.91358,0.072767,0.001344,-0.842975,0.083898,0.002091,-0.733728,0.085219,0.002727,-0.662222,0.078391,0.002592,-0.629758,0.069103,0.00247,-0.598338,0.062749,0.002473,-0.587302,0.061253,0.00254,-1
-1,0.073666,0.002505,-0.918367,0.059531,0.001308,-0.901235,0.050475,0.001195,-0.834711,0.048449,0.001142,-0.822485,0.04764,0.00101,-0.822222,0.050377,0.00099,-0.813149,0.052383,0.001088,-0.783934,0.049345,0.000989,-0.750567,0.050514,0.001017,-1
-0.56,0.117556,0.003682,-0.571429,0.091733,0.003424,-0.62963,0.08739,0.003365,-0.628099,0.087032,0.003294,-0.538462,0.082931,0.002881,-0.44,0.08001,0.002959,-0.397924,0.076054,0.002634,-0.373961,0.072114,0.002564,-0.362812,0.070336,0.002441,-1
-1,0.031008,0.00017,-0.918367,0.043602,0.000443,-0.839506,0.053035,0.001369,-0.842975,0.061469,0.001698,-0.828402,0.067991,0.002479,-0.826667,0.075854,0.003011,-0.816609,0.07829,0.00386,-0.739612,0.07758,0.003605,-0.721088,0.075972,0.003643,-1
-0.12,0.134364,0.005619,0.020408,0.113483,0.004794,0.135802,0.098798,0.005278,0.22314,0.089854,0.005262,0.289941,0.083574,0.004886,0.333333,0.076077,0.004303,0.370242,0.068573,0.003726,0.396122,0.064009,0.003277,0.38322,0.062496,0.002935,1
0.36,0.070264,0.001397,0.22449,0.062586,0.000844,0.185185,0.058056,0.000826,0.107438,0.062486,0.000818,0.100592,0.059002,0.000679,0.084444,0.055299,0.000721,0.024221,0.054571,0.00079,-0.019391,0.0541,0.00088,-0.056689,0.053407,0.000863,1
-0.92,0.072213,0.002736,-0.836735,0.086062,0.00322,-0.728395,0.08187,0.003112,-0.785124,0.084106,0.002457,-0.822485,0.089261,0.002873,-0.804444,0.08994,0.002859,-0.754325,0.085911,0.002667,-0.703601,0.080763,0.00281,-0.673469,0.07913,0.002811,-1
0,0.044245,0.000955,-0.040816,0.058464,0.003018,-0.123457,0.07344,0.00432,-0.181818,0.074748,0.00349,-0.224852,0.073947,0.003362,-0.248889,0.076345,0.003474,-0.238754,0.078669,0.003798,-0.204986,0.079623,0.004366,-0.183673,0.079748,0.004911,-1
-1,0.119512,0.003169,-0.755102,0.115835,0.002677,-0.604938,0.103689,0.003083,-0.553719,0.090158,0.003425,-0.526627,0.080859,0.003231,-0.502222,0.07393,0.003322,-0.50519,0.069199,0.003421,-0.504155,0.065655,0.00354,-0.517007,0.062165,0.003449,1
-0.76,0.025365,0.000047,-0.877551,0.028711,0.000146,-0.901235,0.027369,0.000191,-0.917355,0.0304,0.000425,-0.91716,0.040848,0.00133,-0.866667,0.052601,0.002166,-0.792388,0.059634,0.002715,-0.734072,0.060722,0.00259,-0.673469,0.056709,0.002351,-1
-1,0.053234,0.001997,-0.918367,0.059579,0.002359,-0.851852,0.061926,0.001798,-0.818182,0.070033,0.002207,-0.763314,0.0764,0.002438,-0.688889,0.071967,0.001951,-0.626298,0.06814,0.001803,-0.578947,0.067732,0.00174,-0.560091,0.067809,0.001694,1
-0.16,0.058718,0.001194,-0.22449,0.061561,0.001488,-0.259259,0.06323,0.001838,-0.297521,0.064131,0.001996,-0.325444,0.062829,0.002038,-0.351111,0.059429,0.001922,-0.359862,0.055324,0.001831,-0.371191,0.051351,0.001724,-0.380952,0.048647,0.001579,-1
-0.84,0.039184,0.000859,-0.55102,0.041892,0.000559,-0.432099,0.04596,0.000951,-0.338843,0.052623,0.00127,-0.254438,0.051954,0.001311,-0.191111,0.054999,0.001488,-0.141869,0.055346,0.001601,-0.146814,0.058688,0.001875,-0.160998,0.059259,0.001872,1
-1,0.08503,0.001387,-0.959184,0.075586,0.001318,-0.975309,0.076098,0.001158,-0.983471,0.069729,0.001096,-0.988166,0.063665,0.001127,-0.991111,0.060578,0.001053,-0.99308,0.056688,0.000962,-0.98892,0.053209,0.000908,-0.99093,0.051255,0.000972,1
0.76,0.070384,0.000822,0.428571,0.08157,0.002766,0.185185,0.089977,0.003165,0.057851,0.08384,0.002349,-0.029586,0.082473,0.002486,-0.075556,0.08022,0.002593,-0.086505,0.088148,0.003158,-0.080332,0.091517,0.003513,-0.038549,0.090421,0.003411,1
-1,0.091286,0.001124,-1,0.072631,0.001111,-1,0.065383,0.001072,-0.983471,0.067827,0.001447,-0.952663,0.070199,0.001913,-0.915556,0.068745,0.001761,-0.875433,0.069841,0.001573,-0.855956,0.071526,0.001524,-0.834467,0.070664,0.00144,-1
-0.12,0.089893,0.002292,-0.285714,0.115553,0.004689,-0.419753,0.130155,0.004594,-0.487603,0.129982,0.005176,-0.526627,0.129489,0.005172,-0.537778,0.132238,0.004573,-0.543253,0.129628,0.004561,-0.512465,0.120056,0.004549,-0.517007,0.113201,0.004683,-1
-1,0.041853,0.000384,-1,0.038418,0.000524,-1,0.042791,0.000903,-0.966942,0.049251,0.00119,-0.928994,0.052215,0.001438,-0.906667,0.055472,0.001287,-0.896194,0.059199,0.001252,-0.894737,0.062117,0.001296,-0.900227,0.060466,0.001219,-1
-0.68,0.096083,0.001235,-0.510204,0.08835,0.001576,-0.45679,0.085471,0.002141,-0.454545,0.084984,0.002354,-0.360947,0.077617,0.002046,-0.306667,0.073691,0.001958,-0.294118,0.072195,0.00186,-0.31856,0.070108,0.001853,-0.319728,0.071339,0.001984,1
-0.44,0.042563,0.000385,-0.530612,0.055042,0.000715,-0.617284,0.068694,0.001473,-0.669421,0.077895,0.002214,-0.621302,0.078026,0.002197,-0.546667,0.071492,0.001929,-0.508651,0.066805,0.00193,-0.468144,0.066076,0.001934,-0.44898,0.064561,0.001883,-1
-0.84,0.066212,0.001569,-0.510204,0.07074,0.000989,-0.358025,0.064591,0.001076,-0.190083,0.059601,0.00095,-0.12426,0.055056,0.000879,-0.155556,0.051598,0.000895,-0.197232,0.049604,0.000877,-0.235457,0.04782,0.000809,-0.251701,0.046197,0.000816,1
0.2,0.099301,0.003627,0.22449,0.077614,0.003547,0.234568,0.070845,0.002948,0.272727,0.066684,0.002523,0.313609,0.067482,0.002511,0.36,0.068255,0.002565,0.384083,0.067887,0.002586,0.385042,0.066217,0.00269,0.365079,0.064982,0.002849,1
-1,0.046023,0.000632,-0.959184,0.065623,0.001933,-0.938272,0.07677,0.002206,-0.942149,0.078081,0.002267,-0.934911,0.081151,0.002538,-0.88,0.086875,0.003308,-0.809689,0.088306,0.003552,-0.725762,0.088481,0.003433,-0.657596,0.085622,0.003288,-1
-0.68,0.031842,0.000177,-0.734694,0.036221,0.000402,-0.790123,0.040683,0.000478,-0.809917,0.04553,0.000983,-0.757396,0.051095,0.001558,-0.711111,0.053245,0.001815,-0.66436,0.052641,0.002069,-0.642659,0.053845,0.002185,-0.612245,0.058382,0.00268,-1
0,0.02619,0.000125,0,0.032386,0.000166,0,0.036999,0.000542,-0.049587,0.040872,0.000979,-0.106509,0.044016,0.00116,-0.142222,0.04514,0.001214,-0.186851,0.043546,0.001169,-0.224377,0.041338,0.00118,-0.253968,0.040124,0.001143,-1
-1,0.129497,0.002323,-0.877551,0.121547,0.002329,-0.753086,0.113664,0.002746,-0.603306,0.106297,0.002793,-0.538462,0.099013,0.002883,-0.493333,0.094915,0.002981,-0.50173,0.095696,0.003309,-0.495845,0.092888,0.003446,-0.487528,0.089958,0.003489,1
-0.68,0.08828,0.000635,-0.714286,0.083578,0.001461,-0.753086,0.088688,0.002278,-0.752066,0.084691,0.002164,-0.727811,0.079353,0.00187,-0.737778,0.075947,0.001851,-0.733564,0.072167,0.001758,-0.734072,0.069075,0.001651,-0.741497,0.068646,0.001522,-1
0.2,0.084774,0.001456,0.102041,0.077205,0.001534,0.061728,0.073987,0.001207,0.107438,0.070551,0.00126,0.218935,0.067304,0.001312,0.297778,0.06493,0.001617,0.314879,0.065358,0.001709,0.307479,0.063373,0.001705,0.229025,0.066438,0.001896,1
-0.96,0.04379,0.000563,-0.918367,0.047869,0.000429,-0.925926,0.059019,0.001371,-0.933884,0.06418,0.002166,-0.881657,0.063983,0.001747,-0.84,0.062287,0.001475,-0.799308,0.064416,0.001554,-0.759003,0.065787,0.001564,-0.696145,0.064599,0.001697,-1
-1,0.05586,0.001292,-1,0.039998,0.000709,-1,0.060736,0.003046,-0.818182,0.073121,0.005381,-0.692308,0.06283,0.003769,-0.635556,0.061172,0.003613,-0.647059,0.06457,0.004227,-0.6759,0.061703,0.003884,-0.675737,0.061464,0.00352,1
-1,0.023596,0.00014,-0.836735,0.049453,0.001049,-0.654321,0.059629,0.001255,-0.487603,0.053791,0.001304,-0.372781,0.055767,0.001348,-0.297778,0.05687,0.001564,-0.252595,0.05939,0.00188,-0.246537,0.059713,0.001834,-0.247166,0.060615,0.001836,1
-1,0.042848,0.000511,-1,0.039031,0.000501,-0.950617,0.041542,0.000667,-0.85124,0.039725,0.000875,-0.739645,0.039433,0.000981,-0.68,0.039023,0.001106,-0.67474,0.039366,0.001216,-0.66759,0.039434,0.001267,-0.664399,0.039564,0.001314,1
-1,0.104603,0.002019,-0.918367,0.100576,0.002674,-0.654321,0.096235,0.003492,-0.504132,0.082025,0.002759,-0.39645,0.074127,0.002515,-0.368889,0.072653,0.002198,-0.391003,0.074644,0.001922,-0.440443,0.073191,0.001814,-0.473923,0.068554,0.001689,1
-0.12,0.056983,0.000679,-0.183673,0.060093,0.000934,-0.246914,0.055816,0.000729,-0.338843,0.050925,0.000673,-0.431953,0.049385,0.000957,-0.484444,0.048735,0.00097,-0.50519,0.048248,0.001171,-0.523546,0.046619,0.001187,-0.535147,0.045864,0.001092,-1
-0.44,0.057724,0.000838,-0.346939,0.043378,0.000747,-0.333333,0.040385,0.000664,-0.38843,0.038864,0.000678,-0.455621,0.037111,0.000691,-0.493333,0.036319,0.000778,-0.508651,0.035353,0.000842,-0.529086,0.035279,0.000957,-0.569161,0.037108,0.001073,1
-1,0.047714,0.000771,-1,0.049314,0.001079,-0.925926,0.047775,0.000829,-0.884298,0.045658,0.000771,-0.905325,0.043688,0.000716,-0.928889,0.045495,0.000735,-0.944637,0.046444,0.00074,-0.955679,0.045294,0.000635,-0.959184,0.044188,0.000615,-1
-0.92,0.050749,0.001286,-0.959184,0.059032,0.001992,-0.975309,0.06212,0.002019,-0.966942,0.063343,0.002047,-0.893491,0.0634,0.002333,-0.817778,0.067318,0.002563,-0.723183,0.072025,0.002616,-0.645429,0.071376,0.002469,-0.569161,0.070359,0.002272,-1
0,0.051055,0.00059,-0.163265,0.06728,0.001732,-0.395062,0.082967,0.003298,-0.520661,0.097147,0.003935,-0.544379,0.093697,0.003465,-0.524444,0.099239,0.003909,-0.480969,0.099128,0.003857,-0.451524,0.101659,0.004494,-0.410431,0.105646,0.005281,-1
-0.8,0.100104,0.001735,-0.714286,0.089741,0.001814,-0.617284,0.085913,0.00219,-0.53719,0.083265,0.002264,-0.491124,0.083488,0.002352,-0.453333,0.082046,0.002745,-0.435986,0.076449,0.002769,-0.421053,0.072074,0.002683,-0.410431,0.068344,0.002637,-1
-0.2,0.113958,0.002758,0.020408,0.100349,0.003491,0.160494,0.082673,0.002748,0.256198,0.072965,0.002418,0.325444,0.070213,0.00222,0.36,0.069543,0.001985,0.342561,0.069005,0.002341,0.313019,0.069138,0.002377,0.278912,0.068516,0.002469,1
-0.36,0.133751,0.004481,0.020408,0.105656,0.003483,0.209877,0.089871,0.002621,0.272727,0.078114,0.002452,0.313609,0.072372,0.002277,0.342222,0.069342,0.002113,0.32872,0.067668,0.0019,0.279778,0.065942,0.002106,0.23356,0.065893,0.002024,1
-0.92,0.097501,0.000787,-0.857143,0.080859,0.001435,-0.814815,0.074806,0.001072,-0.785124,0.070861,0.0009,-0.792899,0.069263,0.001009,-0.786667,0.070448,0.001389,-0.757785,0.073345,0.001881,-0.703601,0.075995,0.002322,-0.62585,0.075564,0.002665,-1
-0.6,0.091946,0.00113,-0.346939,0.083007,0.001617,-0.259259,0.075282,0.002109,-0.090909,0.070922,0.002572,0.029586,0.064142,0.002613,0.04,0.060851,0.002325,0.044983,0.058286,0.002245,0.052632,0.057147,0.002337,0.079365,0.058435,0.002686,1
-0.12,0.134487,0.005723,0.020408,0.119417,0.00541,0.185185,0.102892,0.00544,0.272727,0.090251,0.005158,0.360947,0.081656,0.004798,0.404444,0.074638,0.004403,0.425606,0.069352,0.003872,0.429363,0.064322,0.003422,0.433107,0.060527,0.002998,1
-1,0.097776,0.000836,-0.938776,0.083566,0.001265,-0.91358,0.06469,0.001185,-0.917355,0.053534,0.001049,-0.928994,0.046027,0.000954,-0.942222,0.044659,0.000808,-0.944637,0.044191,0.000778,-0.955679,0.045211,0.000863,-0.959184,0.048362,0.001123,-1
-0.76,0.114342,0.002813,-0.632653,0.100771,0.002662,-0.530864,0.087696,0.002556,-0.487603,0.080732,0.002892,-0.443787,0.079426,0.002953,-0.431111,0.074906,0.002323,-0.418685,0.069416,0.002083,-0.418283,0.065895,0.001855,-0.451247,0.066329,0.001725,1
-0.84,0.123037,0.002963,-0.673469,0.108079,0.002908,-0.604938,0.10836,0.003068,-0.438017,0.105876,0.003214,-0.349112,0.093738,0.00296,-0.36,0.092312,0.002999,-0.411765,0.092764,0.003347,-0.418283,0.08805,0.003048,-0.419501,0.086518,0.003362,1
-0.68,0.077656,0.001041,-0.387755,0.08171,0.001176,-0.160494,0.07345,0.001249,-0.123967,0.065881,0.001175,-0.100592,0.060453,0.001143,-0.084444,0.055552,0.00106,-0.058824,0.05138,0.001004,-0.047091,0.047646,0.000988,-0.024943,0.045699,0.000889,1
0,0.037766,0.000386,0,0.037671,0.00062,0,0.034356,0.000511,0,0.041553,0.000788,-0.011834,0.046074,0.00083,-0.031111,0.047159,0.000818,-0.062284,0.048354,0.000861,-0.116343,0.052,0.001681,-0.154195,0.055462,0.002098,-1
-0.76,0.081987,0.001537,-0.673469,0.081033,0.002163,-0.62963,0.07408,0.002367,-0.619835,0.06927,0.002306,-0.621302,0.06456,0.001873,-0.662222,0.063808,0.00185,-0.695502,0.06936,0.002078,-0.66759,0.072801,0.00235,-0.668934,0.072542,0.002243,-1
-1,0.041575,0.000648,-1,0.060894,0.001376,-0.888889,0.071614,0.001317,-0.876033,0.07209,0.001478,-0.881657,0.083147,0.001995,-0.88,0.093785,0.002587,-0.844291,0.093246,0.002512,-0.814404,0.089742,0.002145,-0.782313,0.084161,0.002112,-1
-0.56,0.046585,0.000549,-0.612245,0.050469,0.000993,-0.679012,0.050013,0.000814,-0.735537,0.053397,0.000986,-0.792899,0.063762,0.001599,-0.817778,0.072806,0.002297,-0.799308,0.079024,0.00314,-0.761773,0.079873,0.002747,-0.698413,0.083128,0.003044,-1
-0.68,0.140314,0.005311,-0.469388,0.116587,0.005716,-0.308642,0.112271,0.005309,-0.22314,0.102684,0.004783,-0.171598,0.093719,0.004319,-0.244444,0.090842,0.003963,-0.259516,0.090257,0.003894,-0.240997,0.086485,0.003602,-0.197279,0.081019,0.003497,1
-0.92,0.079162,0.001214,-0.795918,0.072377,0.001907,-0.679012,0.0778,0.001756,-0.553719,0.079636,0.001867,-0.443787,0.078016,0.001885,-0.395556,0.076575,0.001785,-0.391003,0.074147,0.001828,-0.396122,0.075634,0.002182,-0.380952,0.077947,0.002497,1
-0.08,0.032566,0.000164,-0.142857,0.031826,0.000178,-0.209877,0.031533,0.00031,-0.239669,0.035694,0.000409,-0.248521,0.037118,0.000552,-0.244444,0.036741,0.000756,-0.245675,0.039743,0.00102,-0.268698,0.04317,0.001324,-0.301587,0.04711,0.001423,-1
-1,0.113445,0.001389,-0.673469,0.109085,0.003214,-0.518519,0.093103,0.002247,-0.429752,0.080781,0.002644,-0.35503,0.07822,0.002937,-0.248889,0.072721,0.002676,-0.200692,0.070676,0.002753,-0.132964,0.070207,0.002867,-0.090703,0.065926,0.00264,1
-0.12,0.037419,0.00055,-0.22449,0.050335,0.001123,-0.345679,0.062644,0.00205,-0.454545,0.069106,0.002273,-0.514793,0.074916,0.002346,-0.568889,0.077977,0.002613,-0.588235,0.076697,0.002425,-0.595568,0.073851,0.00226,-0.564626,0.071991,0.002241,-1
-0.6,0.015251,0.000053,-0.673469,0.018011,0.000082,-0.728395,0.025882,0.000263,-0.77686,0.039804,0.000887,-0.822485,0.055303,0.002133,-0.804444,0.066031,0.002649,-0.778547,0.066153,0.002359,-0.700831,0.063735,0.002238,-0.630385,0.060155,0.002337,-1
-1,0.107733,0.002448,-0.755102,0.097846,0.001781,-0.62963,0.085551,0.001813,-0.53719,0.075671,0.001678,-0.467456,0.072879,0.001612,-0.377778,0.074022,0.001731,-0.321799,0.073767,0.001982,-0.32687,0.075311,0.00189,-0.346939,0.076226,0.002052,1
-0.24,0.089149,0.004816,-0.306122,0.076347,0.003855,-0.333333,0.061804,0.003228,-0.347107,0.054779,0.002821,-0.366864,0.060562,0.003054,-0.4,0.068242,0.004984,-0.408304,0.069812,0.005055,-0.407202,0.070595,0.00484,-0.405896,0.072058,0.005092,-1
-0.12,0.093802,0.004773,-0.204082,0.105291,0.007525,-0.197531,0.094881,0.006008,-0.31405,0.085767,0.004615,-0.414201,0.080067,0.003801,-0.462222,0.073584,0.003263,-0.477509,0.067961,0.00298,-0.487535,0.063878,0.002824,-0.517007,0.062711,0.002657,-1
-0.44,0.158486,0.008623,-0.469388,0.127435,0.007807,-0.518519,0.111371,0.008077,-0.46281,0.096225,0.006429,-0.43787,0.084708,0.005825,-0.462222,0.079453,0.005167,-0.529412,0.074244,0.004514,-0.565097,0.068454,0.004237,-0.594104,0.065984,0.003861,-1
-1,0.075738,0.001619,-1,0.077455,0.002642,-0.876543,0.083829,0.003257,-0.768595,0.078478,0.002266,-0.680473,0.076975,0.001961,-0.608889,0.073148,0.001862,-0.584775,0.071621,0.001788,-0.551247,0.071812,0.001719,-0.528345,0.070114,0.001661,1
-0.28,0.097255,0.00269,-0.020408,0.092433,0.001726,-0.012346,0.091573,0.001779,0.008264,0.092483,0.002535,0.04142,0.09115,0.002862,0.004444,0.088064,0.00274,0.031142,0.087163,0.003314,0.085873,0.084541,0.003489,0.133787,0.083804,0.003376,1
-0.76,0.078157,0.000661,-0.77551,0.078939,0.00123,-0.703704,0.09027,0.001712,-0.669421,0.0925,0.002722,-0.568047,0.085227,0.002436,-0.555556,0.077181,0.002349,-0.567474,0.073225,0.002237,-0.581717,0.070358,0.002095,-0.589569,0.070923,0.002083,-1
-0.28,0.048169,0.000588,-0.061224,0.056514,0.001229,0.037037,0.057753,0.000861,0.057851,0.05142,0.000779,0.076923,0.04703,0.000719,0.093333,0.043247,0.000724,0.093426,0.041452,0.000753,0.119114,0.04082,0.000798,0.138322,0.041879,0.000778,1
0.04,0.118332,0.005826,0.22449,0.106151,0.005731,0.308642,0.094108,0.004976,0.371901,0.085587,0.004504,0.420118,0.077774,0.004227,0.466667,0.072345,0.003914,0.480969,0.070613,0.003572,0.479224,0.06934,0.003689,0.469388,0.068648,0.003967,1
-0.44,0.212278,0.010841,-0.326531,0.186407,0.011113,-0.246914,0.166106,0.010543,-0.181818,0.146647,0.008736,-0.159763,0.127937,0.008187,-0.111111,0.115869,0.007477,-0.072664,0.104707,0.006951,-0.036011,0.095746,0.006299,-0.020408,0.091257,0.005724,-1
-0.04,0.096473,0.002583,0.061224,0.080445,0.003097,0.234568,0.078402,0.003378,0.322314,0.079072,0.002734,0.349112,0.073426,0.002125,0.333333,0.072167,0.002516,0.287197,0.071267,0.002395,0.240997,0.068855,0.002269,0.192744,0.067754,0.002119,1
-0.52,0.157845,0.006762,-0.469388,0.12823,0.006471,-0.407407,0.11216,0.006456,-0.338843,0.110074,0.006341,-0.242604,0.103707,0.006376,-0.133333,0.095979,0.006051,-0.051903,0.088698,0.006144,-0.00831,0.085513,0.006098,0.006803,0.081259,0.005758,1
-0.52,0.061295,0.000806,-0.469388,0.055286,0.000542,-0.518519,0.064569,0.001091,-0.570248,0.081515,0.002258,-0.526627,0.088597,0.002382,-0.537778,0.087603,0.002213,-0.567474,0.089672,0.002168,-0.565097,0.090251,0.002482,-0.553288,0.088464,0.002468,-1
-0.6,0.071651,0.00056,-0.428571,0.055393,0.000912,-0.432099,0.053166,0.000996,-0.570248,0.057967,0.001271,-0.633136,0.059976,0.001421,-0.644444,0.060866,0.001536,-0.653979,0.06187,0.001573,-0.626039,0.065845,0.001817,-0.605442,0.066468,0.00181,1
-0.28,0.085164,0.000827,-0.306122,0.079994,0.00153,-0.432099,0.076822,0.001354,-0.553719,0.06994,0.001224,-0.64497,0.064791,0.001061,-0.697778,0.059607,0.001029,-0.737024,0.05516,0.001056,-0.750693,0.05436,0.00105,-0.755102,0.054394,0.001151,-1
-1,0.046066,0.000503,-0.938776,0.045063,0.000596,-0.888889,0.049633,0.000579,-0.801653,0.051844,0.000803,-0.739645,0.052041,0.000808,-0.728889,0.057319,0.001309,-0.733564,0.067088,0.002138,-0.739612,0.072381,0.002331,-0.721088,0.072123,0.002142,-1
-0.96,0.067173,0.002303,-0.897959,0.063965,0.002219,-0.888889,0.054189,0.002118,-0.900826,0.054491,0.002218,-0.893491,0.059997,0.002245,-0.857778,0.062475,0.002078,-0.820069,0.06189,0.001958,-0.795014,0.062597,0.001831,-0.777778,0.064544,0.001833,-1
-1,0.077676,0.001918,-0.918367,0.07347,0.00282,-0.851852,0.058024,0.002147,-0.85124,0.062797,0.003323,-0.846154,0.065516,0.004487,-0.822222,0.063884,0.003836,-0.802768,0.061924,0.00351,-0.792244,0.059071,0.003235,-0.786848,0.057791,0.003084,1
-0.44,0.093858,0.001692,-0.183673,0.07716,0.001627,-0.012346,0.07078,0.001683,0.07438,0.064761,0.001518,0.183432,0.063274,0.001594,0.226667,0.061428,0.001388,0.231834,0.061121,0.001509,0.185596,0.06739,0.002353,0.131519,0.072207,0.003039,1
-0.76,0.024702,0.000326,-0.755102,0.024428,0.000472,-0.82716,0.035531,0.001164,-0.85124,0.046006,0.001911,-0.869822,0.048248,0.001691,-0.902222,0.049201,0.001595,-0.923875,0.051811,0.001612,-0.939058,0.050999,0.001504,-0.950113,0.051215,0.001505,-1
-0.84,0.059935,0.000964,-0.795918,0.07619,0.001875,-0.703704,0.092558,0.003217,-0.553719,0.088722,0.003474,-0.52071,0.087071,0.003171,-0.515556,0.089669,0.003479,-0.49827,0.089084,0.003801,-0.468144,0.085249,0.003539,-0.435374,0.08029,0.003396,-1
-0.44,0.14366,0.005287,-0.632653,0.126614,0.004765,-0.666667,0.105609,0.004258,-0.628099,0.086672,0.003582,-0.615385,0.077668,0.003437,-0.595556,0.072135,0.003131,-0.584775,0.067068,0.002713,-0.576177,0.063636,0.002435,-0.575964,0.060493,0.002283,-1
